Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,Class,MINUTES
Olivia Rodrigo,good 4 u,99,0.563,0.664,9,-5.044,1,0.154,0.335,,0.0849,0.688,166.928,4,9,4.94853E-05
Rema,Bounce,59,0.463,0.847,11,-6.776,0,0.0511,0.0307,,0.117,0.625,114.962,4,9,3.129716667
Charlie Puth,Cheating on You,75,0.749,0.535,4,-6.785,1,0.0336,0.0131,3.65E-05,0.0982,0.601,123.042,4,9,3.276783333
Ravid Plotnik,◊†◊¢◊†◊¢,46,0.709,0.337,7,-13.14,1,0.106,0.447,0.000162,0.846,0.387,68,4,5,5.338883333
Ulver,Little Boy,33,0.283,0.41,4,-14.35,1,0.0423,0.00106,0.287,0.109,0.0612,91.127,4,10,5.3905
Alien Ant Farm,Smooth Criminal,75,0.653,0.964,9,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,4,9,3.487783333
Live,Selling The Drama,57,0.45,0.914,6,-6.741,1,0.0647,0.0106,8.18E-05,0.101,0.336,124.42,4,10,3.47155
Something Corporate,Punk Rock Princess,51,0.522,0.881,7,-5.231,1,0.0847,0.00303,0.000147,0.0939,0.369,130.084,4,10,3.87
Buzzcocks,Ever Fallen in Love (With Someone You Shouldn't've)?,64,0.266,0.831,4,-9.07,1,0.0453,0.000862,,0.0555,0.778,175.514,4,10,2.728216667
Enamour,Dragonfly,32,0.754,0.795,7,-9.793,0,0.0384,0.0186,0.906,0.0852,0.21,122.007,4,9,4.326766667
mehro,chance with you,52,0.562,0.494,4,-8.13,0,0.0278,0.864,0.0259,0.153,0.383,144.104,4,9,3.591933333
Christian L√∂ffler,Pastoral,55,0.163,0.191,10,-20.924,1,0.0365,0.937,0.959,0.0961,0.0335,105.104,3,1,3.677166667
Mark Ronson,Uptown Funk (feat. Bruno Mars) - Radio Edit,48,0.823,0.66,,-4.698,1,0.103,0.00681,2.70E-05,0.269,0.956,114.489,4,9,3.808216667
Rosie Flores,Simple Case of the Blues,38,0.65,0.63,11,-6.787,0,0.04,0.278,8.55E-05,0.119,0.74,107.69,4,2,3.645783333
Ayron Jones,Take Me Away,57,0.475,0.844,1,-4.448,0,0.0622,0.00012,0.111,0.221,0.554,156.136,4,10,4.11555
Dream Drop,Reckless Demon Youth,35,0.375,0.927,6,-5.385,0,0.123,0.000111,8.99E-06,0.193,0.414,183.998,4,8,3.050666667
Langston Hughes,I Have Known Rivers,10,0.713,0.146,3,-14.163,1,0.54,0.784,,0.212,0.474,89.267,5,5,1.108166667
Abby Wolfe,Take It Slow,40,0.676,0.537,10,-7.974,1,0.0333,0.51,,0.0898,0.388,88.001,4,9,3.02615
Eagles,Life in the Fast Lane - 2013 Remaster,72,0.667,0.755,9,-7.246,1,0.069,0.0966,6.94E-05,0.0523,0.883,109.535,4,10,7.95056E-05
Die Apokalyptischen Reiter,Tiki,34,0.408,0.943,,-5.247,1,0.129,0.0058,0.642,0.343,0.16,98.089,4,8,2.537533333
Icon of Sin,Virtual Empire,33,0.494,0.958,4,-7.765,0,0.0511,0.0361,0.000226,0.387,0.313,145.055,4,8,5.882383333
Spirit Adrift,Supernaut,32,0.425,0.925,7,-6.246,1,0.105,2.22E-05,0.0723,0.0973,0.313,118.066,4,8,4.7163
Shlomo Artzi,◊ú◊î◊¶◊ô◊ú ◊ê◊ï◊™◊ö,29,0.605,0.772,1,-6.679,0,0.0262,0.298,1.96E-05,0.131,0.836,129.99,4,10,4.672666667
Eric B. & Rakim,Microphone Fiend,48,0.586,0.795,11,-8.71,1,0.258,0.354,,0.187,0.694,94.101,4,5,5.243333333
"Kayla Nicole, Taylor Girlz",Bundles (feat. Taylor Girlz),78,0.939,0.682,11,-5.931,1,0.306,0.00152,,0.0552,0.584,130.022,4,9,4.30017E-05
The Rapture,How Deep Is Your Love?,52,0.472,0.826,9,-3.938,0,0.0594,0.000617,0.000713,0.187,0.132,122.326,4,10,6.432
A Day To Remember,All I Want,64,0.349,0.981,2,-3.228,0,0.141,2.58E-05,,0.343,0.207,160.042,4,10,3.377333333
Morgan Evans,Love Is Real,58,0.645,0.732,3,-5.089,1,0.0453,0.00853,2.62E-05,0.198,0.708,95.02,4,4,2.716216667
Habalyanim,◊©◊ï◊ë◊ô◊†◊ô◊°◊ò,15,0.522,0.769,10,-5.841,0,0.191,0.104,0.000114,0.0643,0.793,189.803,4,10,4.005116667
Wilco,Random Name Generator,39,0.621,0.962,2,-6.469,1,0.0454,0.282,0.126,0.132,0.653,143.99,4,6,3.824816667
DOECHII,Yucky Blucky Fruitcake,71,0.597,0.617,8,-7.482,0,0.282,0.463,,0.66,0.889,97.923,4,9,7.65333E-05
Gabi Shoshan,◊ô◊ú◊ì◊î ◊ß◊ò◊†◊î,27,0.688,0.544,7,-11.393,0,0.037,0.576,0.000231,0.0894,0.633,135.231,4,10,4.01155
Brothers Osborne,I Don't Remember Me (Before You),61,0.614,0.614,4,-7.497,0,0.0314,0.104,3.59E-05,0.104,0.598,146.03,4,4,3.211333333
Zero 9:36,Come Thru,51,0.613,0.86,4,-4.065,1,0.0425,0.0247,,0.438,0.638,93.042,4,10,2.953783333
Róisín O,Lose You to Love Me,47,0.349,0.0929,6,-15.315,1,0.0529,0.944,,0.0864,0.293,176.177,3,0,3.96591667
DIIV,Skin Game,43,0.484,0.754,6,-6.326,0,0.0383,0.00011,0.806,0.123,0.399,124.971,4,10,4.42445
The Swellers,The Best I Ever Had,49,0.359,0.983,2,-3.69,0,0.0864,9.09E-05,3.54E-05,0.335,0.486,193.042,4,10,3.992666667
Stalos & Oren Chen,◊ñ◊î ◊ú◊ê ◊¢◊ï◊©◊î ◊ú◊ô ◊õ◊ú◊ï◊ù,25,0.681,0.929,8,-4.071,1,0.0324,0.214,,0.0375,0.793,109.982,4,9,3.832216667
Emery,Walls,46,0.274,0.915,1,-5.259,0,0.167,0.0139,7.37E-05,0.161,0.419,169.161,4,10,3.395116667
Lionel Richie,Stuck On You - Live,22,0.439,0.682,4,-9.044,1,0.042,0.113,1.10E-05,0.973,0.345,142.113,4,9,7.23258E-05
Oren Barzilay,◊®◊ß ◊ê◊ï◊™◊ö,17,0.636,0.616,7,-9.267,1,0.0589,0.0521,5.14E-05,0.192,0.48,82.99,4,10,3.4505
Foo Fighters,All My Life,73,0.577,0.604,5,-5.703,1,0.0495,0.000218,0.000579,0.477,0.637,167.719,4,10,4.390666667
Gucci Mane,Jumped Out the Whip (feat. A$AP Rocky),43,0.811,0.46,2,-5.924,1,0.351,0.0694,,0.13,0.4,141.937,4,5,3.606216667
"Luiz Bonfá, Panos Megarchiotis",Passeio No Rio - Arranged by Carlos Barbosa-Lima,40,0.571,0.158,2,-16.835,1,0.0779,0.964,0.919,0.108,0.308,114.315,4,7,3.068233333
Concha Piquer,Ojos verdes,35,0.658,0.12,,-9.397,0,0.136,0.983,,0.101,0.278,104.208,3,9,3.30355
Supergrass,"Tales of Endurance, Pt. 4, 5 & 6",53,0.282,0.648,9,-7.604,0,0.0291,0.012,0.401,0.216,0.117,91.536,4,1,5.523783333
The New Respects,Trouble,43,0.516,0.7,2,-5.621,1,0.0631,0.0182,,0.689,0.343,147.914,4,10,3.38645
Hadag Nahash,◊®◊°◊ô◊°◊ô◊ù ◊¢◊ú ◊î◊ó◊ï◊£,27,0.631,0.547,4,-8.488,0,0.119,0.35,2.70E-05,0.113,0.719,164.988,4,9,3.4005
Julia Jacklin,Pressure To Party,48,0.471,0.811,4,-3.956,1,0.0389,0.000125,4.08E-05,0.117,0.37,141.967,4,6,3.03845
Little G Weevil,Apple Picker (Acoustic),37,0.692,0.102,,-11.721,1,0.061,0.818,0.00328,0.337,0.475,114.136,4,2,5.614383333
Lazy Queen,Self-care 101,17,0.415,0.774,1,-6.445,1,0.041,0.00403,,0.205,0.466,87.415,4,10,5.342033333
No Somos Marineros,Los Bajos Fondos,33,0.483,0.603,4,-9.907,1,0.0386,0.348,0.878,0.0911,0.0907,179.392,3,10,2.885116667
Ghost Town Blues Band,Tip of My Hat (Live),33,0.799,0.73,,-6.648,1,0.0414,0.29,9.74E-05,0.975,0.898,120.336,4,2,4.4775
"Keethan, Pavitra Krishnan, Shravan Sridhar",Seher,34,0.315,0.565,11,-8.667,1,0.0369,0.65,0.671,0.107,0.0617,99.49,4,0,3.48
Amaranthe,Archangel,60,0.407,0.967,,-7.104,1,0.0666,0.000316,0.00142,0.089,0.227,180.027,4,8,3.38955
Acollective,Happiest of All Memorial Days,37,0.412,0.51,6,-8.276,0,0.0298,0.348,0.57,0.0787,0.23,147.904,4,6,4.684883333
No Memories of Tomorrow,Graeme James,8,0.579,0.304,2,-14.271,0,0.0301,0.751,0.0612,0.129,0.479,129.867,4,0,4.34655
The All-American Rejects,"Swing, Swing",68,0.553,0.717,7,-5.857,1,0.0318,6.48E-05,0.128,0.0385,0.318,127.947,4,9,3.887783333
Nattali Rize,Indestructible,41,0.845,0.681,6,-4.693,0,0.111,0.265,,0.0519,0.654,86.001,4,10,3.061566667
Apoorva Krishna,Tinky Winky,13,0.293,0.877,7,-4.172,1,0.0486,0.0849,0.392,0.0787,0.87,171.47,4,6,5.2964
Ronnie Robinson Trio,Pent-Up House,38,0.674,0.335,7,-13.903,1,0.0444,0.885,0.914,0.101,0.662,168.741,3,7,2.303233333
Peled,◊ê◊ú◊§◊ô◊ù,41,0.706,0.679,7,-5.392,0,0.0803,0.543,,0.371,0.5,113.038,4,5,3.26165
Tay Money,Asthma Pump (with Flo Milli),65,0.908,0.663,1,-4.032,1,0.359,0.0163,,0.287,0.399,119.983,4,5,2.982883333
Allegaeon,Concerto in Dm,35,0.556,0.969,2,-3.778,1,0.0402,0.000119,0.829,0.378,0.325,103.994,4,8,7.350583333
Quami,Squeeze Me,17,0.694,0.907,9,-3.854,1,0.0458,0.0765,6.20E-05,0.13,0.573,114.98,4,5,4.843333333
Oasis,Whatever,56,0.247,0.913,7,-2.437,1,0.0388,0.0418,0.00839,0.257,0.34,91.157,4,6,6.371116667
Ghost Iris,Coda,43,0.489,0.994,1,-2.236,0,0.113,2.05E-05,0.00683,0.333,0.218,90.015,4,8,4.05
Slowdive,Alison,60,0.276,0.449,4,-11.428,1,0.0375,0.00782,0.783,0.108,0.278,101.687,4,6,3.849783333
Billie Eilish,I Didn't Change My Number,77,0.849,0.48,9,-5.835,1,0.226,0.612,0.269,0.295,0.677,142.021,4,9,4.40175E-05
Garbage,Wolves - Edit,18,0.484,0.956,5,-6.388,0,0.0357,2.59E-05,0.705,0.257,0.643,145.004,4,10,3.659016667
Britney Spears,Liar,40,0.59,0.776,6,-5.272,0,0.0705,0.00705,1.69E-05,0.414,0.81,159.946,4,9,5.46147E-05
Ruff Sqwad,Functions On the Low,37,0.737,0.649,8,-7.709,0,0.142,0.816,0.147,0.201,0.579,139.961,4,5,4.701116667
Shlomo Artzi,◊©◊ô◊†◊ï◊ô◊ô ◊û◊ñ◊í ◊î◊ê◊ï◊ï◊ô◊®,32,0.543,0.606,6,-10.46,0,0.0361,0.312,,0.374,0.833,86.537,4,10,5.678
Manal,Casa Con Diez Pinos,34,0.528,0.563,2,-6.975,1,0.041,0.706,0.0155,0.149,0.652,168.403,3,2,4.241116667
The Black Keys,Little Black Submarines,67,0.365,0.466,2,-7.514,1,0.0418,0.161,6.68E-06,0.106,0.487,95.163,4,10,4.187783333
Noah Cyrus,July,83,0.708,0.186,9,-8.953,0,0.042,0.868,,0.0779,0.322,72.541,4,9,2.601766667
Tomberlin,Wasted,55,0.765,0.563,4,-9.765,1,0.0397,0.422,0.122,0.142,0.703,93.073,4,6,2.490383333
The Yardbirds,Over Under Sideways Down - The Mono Album,46,0.529,0.861,11,-10.581,1,0.0784,0.292,0.225,0.314,0.387,96.52,4,6,2.375116667
Wolfmother,Woman,60,0.191,0.948,9,-3.496,0,0.217,2.78E-05,0.0864,0.0945,0.215,150.753,4,10,2.927783333
Led Zeppelin,No Quarter - Remaster,56,0.339,0.34,11,-14.377,1,0.0385,0.657,0.459,0.375,0.117,142.362,4,10,6.98555
Hollow Front,Falling Apart,48,0.534,0.979,9,-3.645,0,0.0987,0.00292,,0.256,0.236,119.993,4,10,4.066666667
San Holo,"you‚Äôve changed, i‚Äôve changed",,0.416,0.623,5,-7.898,1,0.045,0.121,0.00225,0.27,0.194,130.175,4,6,5.19375
The Beatles,I Want To Hold Your Hand - Remastered 2015,72,0.49,0.715,7,-5.549,1,0.0476,0.386,,0.311,0.866,130.726,4,10,2.429116667
Beloved,Only Our Faces Hide,30,0.361,0.954,2,-4.097,1,0.0575,2.00E-05,0.223,0.309,0.176,172.944,4,10,3.880883333
The Cult,She Sells Sanctuary,69,0.55,0.765,7,-8.684,1,0.0287,4.76E-06,0.873,0.132,0.419,139.46,4,10,4.208883333
Carach Angren,Franckensteina Strataemontanus,39,0.57,0.916,8,-6.899,1,0.043,0.00439,0.138,0.135,0.359,100.041,4,8,3.050133333
Damien,To The Moon,49,0.375,0.0412,,-21.749,1,0.0444,0.995,0.96,0.107,0.127,100.74,4,5,2.85
Fleshkiller,Parallel Kingdom,20,0.45,0.977,1,-4.172,1,0.122,4.26E-06,0.532,0.414,0.256,130.009,3,8,4.437033333
Robert Counts,What Do I Know (feat. HARDY),52,0.533,0.589,,-6.14,1,0.0299,0.0405,,0.111,0.351,140.049,4,10,3.473633333
Edgar Winter's White Trash,Keep Playin' That Rock 'n' Roll,16,0.695,0.864,9,-9.509,1,0.0344,0.0935,,0.222,0.962,129.613,4,2,3.745116667
Drake,What‚Äôs Next,87,0.781,0.594,,-6.959,0,0.0485,0.0136,,0.162,0.0628,129.895,4,5,2.969233333
Julia Kent,Carapace,31,0.479,0.325,4,-14.01,0,0.0333,0.161,0.752,0.104,0.222,132.046,4,1,3.520266667
Michael Chapman,The Man Who Hated Mornings,33,0.551,0.58,,-8.581,1,0.0363,0.493,0.0559,0.213,0.473,63.321,4,2,4.1204
"Arthur ""Big Boy"" Crudup",My Mama Don't Allow Me,30,0.621,0.118,2,-14.222,1,0.0393,0.993,0.000878,0.12,0.474,93.082,4,2,3.16735
Big Brother & The Holding Company,Piece of My Heart,69,0.443,0.727,4,-7.951,1,0.145,0.263,0.000141,0.169,0.566,160.82,4,10,4.222216667
Timothy Kay Band,I'll Know,51,0.445,0.159,,-14.159,1,0.0419,0.924,0.865,0.113,0.155,68.868,4,7,5.01885
Cody Johnson,Sad Songs and Waltzes (with Willie Nelson),54,0.546,0.351,11,-8.279,1,0.0271,0.701,3.14E-06,0.0997,0.283,105.79,3,1,3.531116667
Britney Spears,Just Like Me,,0.753,0.591,9,-7.091,0,0.045,0.0741,1.87E-05,0.108,0.563,101.941,4,9,4.57036E-05
The Weeknd,Save Your Tears,93,0.68,0.826,,-5.487,1,0.0309,0.0212,1.24E-05,0.543,0.644,118.051,4,9,3.593783333
SOJA,Something To Believe In,35,0.812,0.645,,-5.044,1,0.0377,0.499,,0.0793,0.724,139.974,4,10,3.497066667
Best Friends Club,Evil Containment Wave (Part II),20,0.814,0.569,9,-13.422,0,0.0796,0.554,0.821,0.132,0.514,120.005,4,9,4.166666667
Van Halen,Hot For Teacher,69,0.552,0.947,2,-4.671,1,0.15,0.000652,0.00025,0.0637,0.465,127.631,4,10,4.71245
Johnny Adams,It Ain't The Same Thing,12,0.916,0.537,9,-9.303,0,0.0358,0.241,0.000685,0.0549,0.908,106.951,4,2,4.215116667
Olivia Lunny,Sad To See You Happy,56,0.643,0.648,8,-5.734,1,0.0428,0.0139,,0.162,0.552,139.997,4,9,2.91535
Rand Aldo,Desert Parade,42,0.211,0.109,,-18.827,1,0.0371,0.882,0.937,0.0965,0.144,106.225,4,7,3.14015
Merle Haggard,It's Not Love (But It's Not Bad),35,0.659,0.281,7,-13.564,1,0.0268,0.189,,0.112,0.518,108.287,4,4,3.35645
"Blxst, Tyga, Ty Dolla $ign",Chosen (feat. Ty Dolla $ign),82,0.571,0.767,2,-5.16,1,0.287,0.336,,0.0809,0.605,93.421,4,9,4.49122E-05
MOSSS,Here If You Want (Pale Blue),54,0.761,0.6,7,-7.348,1,0.0765,0.269,0.864,0.108,0.557,96.015,4,6,3.317266667
The Sounds,Painted By Numbers,47,0.475,0.807,3,-3.959,0,0.0332,0.0136,6.74E-05,0.109,0.731,145.179,4,10,3.333333333
The Lumineers,Ho Hey,75,0.682,0.471,,-9.182,1,0.0301,0.765,,0.0908,0.421,79.907,4,9,2.718883333
Charlotte Day Wilson,Take Care of You (feat. Syd),63,0.683,0.486,4,-9.726,0,0.11,0.822,0.0227,0.276,0.279,126.985,4,6,3.551183333
Lower Than Atlantis,Had Enough,45,0.561,0.823,2,-4.851,1,0.097,0.0029,0.00017,0.492,0.525,93.504,4,1,3.346
Jeris Johnson,One Night,54,0.625,0.778,1,-7.207,1,0.0642,0.00921,,0.103,0.961,160.039,4,1,2.724866667
Andi,Over,65,0.522,0.531,10,-6.459,0,0.215,0.093,,0.43,0.149,94.225,4,9,2.554066667
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",80,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25E-06,0.0925,0.341,136.571,4,10,7.82258E-05
The Ben Webster Quintet,Makin' Whoopee,40,0.529,0.0582,8,-19.131,1,0.0617,0.883,0.125,0.116,0.357,93.486,4,7,4.53155
The Allergies,Get Yourself Some,30,0.731,0.647,5,-7.937,0,0.0355,0.00487,,0.34,0.879,108.017,4,2,3.011783333
Kings of Leon,Echoing,58,0.293,0.778,,-5.581,1,0.034,0.0147,0.227,0.102,0.24,147.882,4,10,3.62245
Shubha Mudgal,Awakning Main Sutti,1,0.276,0.659,6,-6.642,0,0.0352,0.00219,4.40E-05,0.146,0.309,81.611,4,0,6.236083333
Galleons,Playing With Fire is Such a Clich√©,42,0.471,0.925,7,-4.633,1,0.0598,0.000254,2.65E-05,0.356,0.0768,100.012,4,8,5.05
Zara Larsson,Morning,34,0.619,0.631,11,-6.018,1,0.104,0.131,1.18E-06,0.246,0.772,106.309,4,9,2.92175
A. K. Paul,Be Honest,38,0.806,0.197,,-12.945,1,0.207,0.252,2.35E-06,0.0835,0.337,124.005,4,6,3.95045
Marilyn Manson,Third Day Of A Seven Day Binge,49,0.607,0.938,,-3.072,1,0.0487,0.00228,0.000709,0.149,0.65,110.014,4,8,4.445033333
Hadag Nahash,◊°◊¢!,40,0.83,0.819,1,-4.78,0,0.0686,0.00741,5.45E-06,0.134,0.846,113.002,4,5,3.80195
Tori Harper,After Dark,46,0.647,0.512,11,-8.479,1,0.0381,0.856,,0.134,0.0716,111.957,4,0,4.13833333
Saint Sister,Causing Trouble - Kormac Remix,50,0.306,0.54,5,-7.196,1,0.0414,0.625,0.00454,0.152,0.147,75.382,4,1,3.795116667
ISLAND,Do You Remember The Times,28,0.572,0.949,9,-3.498,1,0.0362,0.14,7.44E-05,0.0705,0.607,138.013,4,1,3.747333333
Don Henley,Sunset Grill,48,0.557,0.577,8,-12.175,1,0.027,0.0796,2.31E-05,0.0604,0.445,91.877,4,10,6.316666667
"Mukesh, Lata Mangeshkar",Aa Ab Laut Chalen,23,0.293,0.567,9,-7.705,0,0.0394,0.872,0.00212,0.44,0.669,146.359,4,3,4.381783333
Ron Gallo,Kill the Medicine Man,32,0.41,0.823,9,-6.237,1,0.0655,0.0554,0.000215,0.154,0.284,90.471,4,1,2.56195
Thieves Like Us,Drugs in My Body,45,0.689,0.657,2,-10.419,0,0.0449,0.00843,0.459,0.15,0.802,116.872,4,6,3.61
Dermot Kennedy,Shelter,,0.368,0.274,1,-14.878,1,0.0413,0.956,0.0112,0.0658,0.0459,84.549,4,0,4.5
"Car, the garden",A Kid From Bathroom,23,0.616,0.754,5,-3.887,0,0.0404,0.324,0.00049,0.0897,0.484,113.959,4,10,2.73125
Sense Field,Dreams,23,0.505,0.659,3,-12.146,1,0.0256,0.0321,0.00986,0.116,0.461,101.53,1,10,4.376666667
Television,Venus,47,0.55,0.631,,-11.493,1,0.0385,0.000898,0.18,0.0503,0.908,114.553,4,1,3.817116667
"Earth, Wind & Fire",September,80,0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,4,10,3.584883333
The Foxies,Screws,38,0.576,0.829,,-4.323,0,0.0593,0.00265,0.00515,0.304,0.652,167.99,4,10,2.755383333
AJ Tracey,Kukoƒç (feat. NAV),68,0.741,0.851,9,-6.03,0,0.0672,0.207,,0.296,0.84,141.987,4,5,3.25
Type O Negative,Cinnamon Girl,45,0.484,0.913,1,-5.942,1,0.045,0.13,0.78,0.0992,0.465,99.052,4,8,4.138883333
Avril Lavigne,Head Above Water,69,0.578,0.694,5,-5.351,1,0.0706,0.0112,,0.102,0.268,129.921,4,9,3.680833333
Tempa T,Next Hype - Instrumental,19,0.869,0.761,8,-6.449,1,0.105,0.0016,0.829,0.0736,0.281,139.973,4,5,3.994
Viscera,Lamb to the Slaughter,33,0.423,0.958,7,-5.251,0,0.188,2.46E-05,0.127,0.388,0.174,119.967,4,8,3.841666667
Skating Polly,Hollywood Factory,30,0.605,0.722,11,-5.852,1,0.0517,0.47,0.000461,0.104,0.961,124.711,4,1,2.91755
"Samuel Lindon, Ensemble Cordes De La Mer",La Tour - Orchestral Version,44,0.179,0.059,2,-18.992,0,0.0387,0.985,0.951,0.101,0.0845,74.702,4,7,2.320266667
Black Pumas,Colors,66,0.546,0.696,4,-6.537,1,0.0335,0.0887,1.84E-05,0.195,0.596,89.882,4,10,4.109783333
The Jesus and Mary Chain,April Skies,54,0.545,0.717,3,-6.869,1,0.036,0.00417,0.406,0.136,0.589,118.515,4,10,3.993683333
Charlie Feathers,One Hand Loose,31,0.661,0.762,4,-9.581,1,0.038,0.792,3.38E-05,0.121,0.911,89.292,4,10,2.408
Chicocurlyhead,Modelo,47,0.594,0.666,3,-5.237,0,0.211,0.565,,0.0891,0.507,81.75,4,5,2.670733333
Westlife,If Your Heart's Not In It,,0.533,0.565,,-7.092,1,0.0249,0.399,,0.315,0.34,82.973,4,9,7.23222E-05
Rochelle Jordan,Something,34,0.778,0.703,1,-5.978,0,0.0391,0.0193,4.21E-05,0.069,0.493,126.015,3,6,3.991933333
Nasty Cherry,Win,49,0.778,0.552,7,-5.987,1,0.0367,0.00661,0.000607,0.0815,0.499,115.032,4,1,2.736716667
Psymon Spine,Milk,34,0.765,0.476,,-8.069,0,0.0969,0.213,0.0177,0.106,0.598,107.004,4,6,4.241016667
Power Trip,Executioner's Tax (Swing of the Axe),54,0.484,0.991,8,-4.028,0,0.0676,0.000289,0.657,0.359,0.559,167.035,4,8,3.754083333
Nothing,Blue Line Baby,36,0.248,0.687,2,-6.233,1,0.0393,0.00224,0.85,0.0639,0.17,164.622,4,6,4.514216667
Alien Sex Fiend,I Walk The Line,36,0.564,0.804,2,-11.786,1,0.0733,0.0311,0.81,0.0463,0.397,123.716,4,10,4.86
Lush,Sweetness and Light,45,0.46,0.878,4,-7.903,1,0.0514,0.326,0.813,0.0967,0.34,109.903,4,6,5.284883333
DJ Khaled,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",83,0.757,0.721,4,-2.906,0,0.0691,0.00196,,0.647,0.364,124.036,4,9,2.7561
Remi Wolf,Photo ID (with Dominic Fike),67,0.747,0.822,1,-5.15,1,0.0893,0.192,,0.288,0.862,115.937,4,6,3.46545
Data,Rapture,27,0.541,0.882,3,-3.929,0,0.219,0.158,,0.079,0.423,142.867,4,1,3.63955
Paladin,The River Dragon Has Come,28,0.485,0.975,6,-4.956,1,0.0692,3.07E-05,0.00077,0.0443,0.265,139.91,4,8,5.0842
Michael Kiwanuka,You Ain't The Problem,59,0.643,0.773,1,-7.998,1,0.0414,0.188,0.000412,0.0986,0.653,124.538,4,9,4.15555
Death Valley Girls,Street Justice,25,0.324,0.948,9,-4.609,1,0.0522,8.85E-06,0.561,0.165,0.342,90.542,4,1,2.67645
MONOEYES,„É™„Ç∂„Éº„Éâ„Éû„É≥,40,0.472,0.862,9,-4.835,1,0.0324,2.49E-05,6.08E-06,0.076,0.0956,94.984,4,10,4.117783333
The Cult,She Sells Sanctuary,69,0.55,0.765,7,-8.684,1,0.0287,4.76E-06,0.873,0.132,0.419,139.46,4,6,4.208883333
Tuna,◊û◊®◊§◊ß◊ô◊ù,42,0.542,0.812,6,-6.485,1,0.107,0.0798,,0.693,0.577,72.936,4,5,4.7745
Part-Time Friends,Paris en ao√ªt,37,0.709,0.554,,-9.802,1,0.0734,0.375,0.000796,0.108,0.631,138.117,4,6,3.50245
Concha Piquer,Tatuaje,35,0.46,0.223,2,-8.974,0,0.138,0.995,0.0957,0.253,0.306,78.306,4,9,3.136666667
Arcade Fire,Wake Up,65,0.252,0.8,,-4.845,1,0.0368,0.12,0.0538,0.118,0.29,139.361,4,1,5.588883333
Ana Alcaide,Elenion,40,0.701,0.204,4,-17.527,0,0.0406,0.964,0.835,0.0985,0.27,104.983,3,7,4.314666667
TDJ,Open Air,37,0.667,0.51,1,-10.133,1,0.0436,0.176,0.00283,0.0857,0.16,141.077,4,1,4.192583333
Britney Spears,Don't Let Me Be the Last to Know,57,0.633,0.755,4,-6.566,1,0.0421,0.158,,0.273,0.729,138.96,4,9,6.41481E-05
Miri Mesika,◊ó◊ì◊©◊ï◊™ ◊ò◊ï◊ë◊ï◊™,15,0.437,0.469,2,-6.321,0,0.0293,0.73,,0.104,0.369,139.824,3,9,2.958216667
Institute,Bulletproof Skin,44,0.327,0.852,6,-4.798,1,0.0613,0.00295,,0.12,0.222,180.075,4,10,4.41845
James Taylor,Fire and Rain - 2019 Remaster,73,0.597,0.271,5,-17.293,1,0.0394,0.766,0.0119,0.0933,0.338,76.271,4,10,3.39355
James Otto,Just Got Started Lovin' You,62,0.705,0.606,7,-7.047,1,0.0243,0.159,0.00149,0.242,0.876,98.001,4,4,3.910666667
elegant slims,Not Human,46,0.52,0.815,11,-4.758,0,0.0488,0.00172,1.92E-06,0.089,0.466,91.972,4,10,3.323116667
Ms. Lauryn Hill,Lost Ones,61,0.832,0.749,2,-6.129,1,0.37,0.0998,3.74E-06,0.0837,0.65,94.899,4,5,5.565116667
Goldfinger,Put The Knife Away,45,0.241,0.916,8,-3.9,1,0.168,0.000868,,0.031,0.67,186.797,4,10,2.9654
Dire Straits,Money For Nothing,42,0.666,0.667,2,-9.305,0,0.0371,0.043,0.0005,0.074,0.679,134.219,4,10,0.000141926
Eyal Golan,◊û◊ê◊û◊ô,32,0.552,0.653,6,-4.52,0,0.0327,0.48,,0.11,0.473,140.046,4,9,5.0411
Bleachers,Chinatown (feat. Bruce Springsteen),64,0.442,0.689,4,-5.289,1,0.0251,0.00458,,0.11,0.208,89.001,3,6,4.1328
MAX RAD,Where Are We Now?,32,0.742,0.657,9,-10.579,0,0.105,0.0687,0.000613,0.274,0.656,107.479,4,6,3.291283333
The Faint,The Geeks Were Right,37,0.737,0.668,5,-6.261,0,0.0323,0.00405,6.04E-05,0.385,0.961,131.009,4,6,2.937333333
Kojaque,Town's Dead,45,0.529,0.746,8,-8.288,1,0.0649,0.0271,7.94E-06,0.158,0.184,83.978,4,10,3.105566667
Limp Bizkit,Take A Look Around,72,0.425,0.852,11,-5.607,1,0.046,0.0175,0.306,0.0935,0.512,101.968,4,10,5.350666667
Freddie King,Going Down,59,0.565,0.526,,-11.352,1,0.0365,0.0339,0.000119,0.11,0.637,167.936,4,2,3.40555
Nick Hakim,QADIR - Single Version,29,0.766,0.488,8,-6.402,0,0.0595,0.257,0.0132,0.155,0.582,142.035,4,6,4.032
"Pritam, Arijit Singh","Hardum Humdum (From ""Ludo"")",50,0.59,0.821,2,-4.933,1,0.0444,0.346,8.38E-06,0.454,0.784,116.942,4,3,3.133333333
